-1.475748,-0.109448
-1.384131,-0.233619
-1.230565,-0.341422
-1.025809,-0.425301
-0.784211,-0.479381
-0.522699,-0.499871
-0.259597,-0.485337
-0.013339,-0.436795
0.198820,-0.357649
0.362013,-0.253443
0.464808,-0.131478
0.500000,-0.000301
0.465124,0.130897
0.362624,0.252923
0.199682,0.357227
-0.012286,0.436502
-0.258427,0.485191
-0.521494,0.499884
-0.783055,0.479552
-1.024783,0.425618
-1.229741,0.341862
-1.383567,0.234152
-1.475484,0.110036
-1.499050,-0.021790
-1.452615,-0.152089
-1.339432,-0.271732
-1.167432,-0.372335
-0.948666,-0.446850
-0.698464,-0.490054
-0.434355,-0.498922
-0.174846,-0.472830
0.061880,-0.413609
0.259237,-0.325407
0.403395,-0.214405
0.484254,-0.088379
0.496149,0.043839
0.438245,0.172985
0.314601,0.290011
0.133879,0.386716
-0.091258,0.456325
-0.345034,0.493960
-0.609668,0.496984
-0.866618,0.465186
-1.097880,0.400793
-1.287250,0.308317
-1.421459,0.194238
-1.491103,0.066549
-1.491302,-0.065802
-1.422043,-0.193543
-1.288179,-0.307723
-1.099088,-0.400342
-0.868020,-0.464909
-0.611166,-0.496901
-0.346523,-0.494076
-0.092634,-0.456632
0.132712,-0.387193
0.313726,-0.290625
0.437723,-0.173692
0.496016,-0.044590
0.484520,0.087637
0.404040,0.213724
0.260217,0.324835
0.063127,0.413185
-0.173421,0.472585
-0.432851,0.498871
-0.696986,0.490203
-0.947319,0.447187
-1.166309,0.372838
-1.338612,0.272365
-1.452155,0.152807
-1.498983,0.022543
-1.475814,-0.109301
-1.384272,-0.233486
-1.230771,-0.341312
-1.026066,-0.425222
-0.784500,-0.479338
-0.523001,-0.499868
-0.259889,-0.485373
-0.013602,-0.436869
0.198604,-0.357754
0.361861,-0.253573
0.464728,-0.131624
0.500000,-0.000452
0.465203,0.130751
0.362776,0.252793
0.199897,0.357122
-0.012023,0.436428
-0.258134,0.485155
-0.521193,0.499888
-0.782766,0.479594
-1.024527,0.425697
-1.229535,0.341972
-1.383426,0.234285
-1.475417,0.110183
-1.499063,-0.021639
-1.452707,-0.151946
-1.339596,-0.271606
-1.167657,-0.372235
-0.948936,-0.446782
-0.698759,-0.490024
-0.434656,-0.498931
-0.175131,-0.472879
0.061631,-0.413694
0.259041,-0.325522
0.403266,-0.214541
0.484201,-0.088527
0.496175,0.043689
0.438350,0.172844
0.314776,0.289888
0.134112,0.386621
-0.090982,0.456263
-0.344736,0.493937
-0.609369,0.497001
-0.866338,0.465241
-1.097639,0.400883
-1.287064,0.308436
-1.421342,0.194377
-1.491063,0.066699
-1.491342,-0.065653
-1.422160,-0.193404
-1.288364,-0.307605
-1.099329,-0.400251
-0.868300,-0.464853
-0.611466,-0.496884
-0.346821,-0.494099
-0.092909,-0.456694
0.132479,-0.387289
0.313550,-0.290747
0.437618,-0.173834
0.495989,-0.044740
0.484572,0.087489
